"vacina_dataaplicacao","paciente_endereco_nmmunicipio","_col2"
"2021-10-07","FEIRA DE SANTANA","9"
"2021-09-28","ACAILANDIA","2"
"2021-01-22","FEIRA DE SANTANA","311"
"2021-09-08","DIVINOPOLIS","1451"
"2021-07-25","NITEROI","18"
"2021-10-11","FEIRA DE SANTANA","5"
"2020-03-23","ACAILANDIA","4"
"2021-09-12","FEIRA DE SANTANA","17"
"2021-10-07","SANTA MARIA","2"
"2021-05-28","NITEROI","4482"
"2021-06-04","NITEROI","1501"
"2021-03-24","NITEROI","4574"
"2021-04-21","MARINGA","1694"
"2021-08-09","RIBEIRAO PRETO","4854"
"2021-03-24","SANTA LUZIA","452"
"2021-06-14","MARINGA","3651"
"2021-01-29","SANTA MARIA","1941"
"2021-03-03","DIVINOPOLIS","190"
"2021-07-19","SANTA LUZIA","761"
"2021-04-19","ACAILANDIA","233"
"2021-05-19","SANTA MARIA","4683"
"2021-07-01","SANTA MARIA","411"
"2021-03-18","MARINGA","72"
"2021-02-15","RIBEIRAO PRETO","484"
"2021-09-08","RIBEIRAO PRETO","3598"
"2021-04-16","ACAILANDIA","156"
"2021-07-27","SANTA LUZIA","853"
"2021-01-31","RIBEIRAO PRETO","18"
"2021-09-10","ACAILANDIA","696"
"2021-10-13","SANTA LUZIA","6"
"2021-01-29","DIVINOPOLIS","9"
"2021-01-19","RIBEIRAO PRETO","155"
"2021-05-30","RIBEIRAO PRETO","8"
"2021-04-30","FEIRA DE SANTANA","1320"
"2021-04-23","SANTA LUZIA","892"
"2021-03-25","FEIRA DE SANTANA","1095"
"2021-08-06","RIBEIRAO PRETO","7119"
"2021-04-12","PETROLINA","509"
"2021-04-23","PETROLINA","392"
"2021-03-24","PETROLINA","699"
"2021-07-01","DIVINOPOLIS","1421"
"2021-06-24","ACAILANDIA","164"
"2021-05-05","MARINGA","774"
"2021-04-07","JUNDIAI","387"
"2021-07-12","DIVINOPOLIS","1724"
"2021-08-14","JUNDIAI","5497"
"2021-02-11","MARINGA","385"
"2021-04-09","PETROLINA","524"
"2021-02-28","FEIRA DE SANTANA","44"
"2021-05-19","ACAILANDIA","90"
"2021-05-31","SANTA LUZIA","483"
"2021-02-12","SANTA LUZIA","306"
"2021-06-02","ACAILANDIA","179"
"2021-01-25","DIVINOPOLIS","24"
"2021-07-04","JUNDIAI","24"
"2021-08-29","SANTA MARIA","5"
"2021-01-18","SANTA MARIA","2"
"2021-09-12","PETROLINA","685"
"2021-09-29","PETROLINA","1"
"2021-03-21","ACAILANDIA","2"
"2021-05-02","RIBEIRAO PRETO","11"
"2021-02-20","PETROLINA","4"
"2021-07-27","NITEROI","6065"
"2021-05-24","FEIRA DE SANTANA","2200"
"2021-06-23","RIBEIRAO PRETO","3730"
"2021-08-10","RIBEIRAO PRETO","8231"
"2021-07-12","ACAILANDIA","390"
"2021-07-22","MARINGA","3487"
"2021-06-04","PETROLINA","814"
"2021-03-23","FEIRA DE SANTANA","747"
"2021-08-02","MARINGA","2242"
"2021-07-30","JUNDIAI","1582"
"2021-07-30","FEIRA DE SANTANA","1598"
"2021-04-22","FEIRA DE SANTANA","1179"
"2021-04-14","MARINGA","715"
"2021-02-23","SANTA MARIA","2543"
"2021-07-08","SANTA MARIA","3654"
"2021-02-17","JUNDIAI","545"
"2021-03-13","JUNDIAI","397"
"2021-04-17","JUNDIAI","748"
"2021-06-09","FEIRA DE SANTANA","287"
"2021-10-01","RIBEIRAO PRETO","7"
"2021-09-25","JUNDIAI","9"
"2021-09-17","FEIRA DE SANTANA","127"
"2021-05-15","FEIRA DE SANTANA","250"
"2021-09-16","PETROLINA","1289"
"2021-09-05","MARINGA","11"
"2021-02-03","NITEROI","1551"
"2021-07-24","JUNDIAI","3745"
"2021-07-05","JUNDIAI","1337"
"2021-06-14","JUNDIAI","822"
"2021-06-24","DIVINOPOLIS","476"
"2021-10-02","SANTA MARIA","1139"
"2021-02-25","SANTA LUZIA","125"
"2021-04-21","FEIRA DE SANTANA","709"
"2021-08-20","SANTA LUZIA","1102"
"2021-03-19","DIVINOPOLIS","310"
"2021-08-13","RIBEIRAO PRETO","9871"
"2021-04-16","DIVINOPOLIS","110"
"2021-09-02","FEIRA DE SANTANA","203"
"2021-10-14","SANTA MARIA","3"
"2021-09-18","MARINGA","164"
"2021-02-27","JUNDIAI","41"
"2021-09-05","JUNDIAI","19"
"2021-03-07","FEIRA DE SANTANA","8"
"2021-08-16","NITEROI","8767"
"2021-07-16","NITEROI","5709"
"2021-08-27","RIBEIRAO PRETO","2850"
"2021-08-13","SANTA MARIA","1640"
"2021-06-12","JUNDIAI","1520"
"2021-04-22","RIBEIRAO PRETO","3420"
"2021-06-30","ACAILANDIA","948"
"2021-04-01","MARINGA","352"
"2021-08-04","FEIRA DE SANTANA","922"
"2021-01-20","MARINGA","183"
"2021-04-15","FEIRA DE SANTANA","1221"
"2021-09-01","SANTA MARIA","2405"
"2021-02-18","ACAILANDIA","64"
"2021-07-05","PETROLINA","221"
"2021-08-30","RIBEIRAO PRETO","1763"
"2021-05-17","SANTA LUZIA","677"
"2021-09-01","DIVINOPOLIS","993"
"2021-08-21","NITEROI","1416"
"2021-08-18","FEIRA DE SANTANA","351"
"2021-05-31","RIBEIRAO PRETO","1705"
"2021-03-27","MARINGA","2438"
"2021-06-23","MARINGA","2277"
"2021-03-02","FEIRA DE SANTANA","762"
"2021-05-28","MARINGA","866"
"2021-02-17","RIBEIRAO PRETO","634"
"2021-03-26","SANTA MARIA","506"
"2021-03-31","FEIRA DE SANTANA","1160"
"2021-05-26","FEIRA DE SANTANA","327"
"2021-03-03","PETROLINA","238"
"2021-04-16","SANTA MARIA","643"
"2021-05-08","RIBEIRAO PRETO","117"
"2021-09-10","JUNDIAI","3486"
"2021-09-23","ACAILANDIA","191"
"2021-07-31","PETROLINA","755"
"2021-08-01","FEIRA DE SANTANA","33"
"2021-09-12","ACAILANDIA","8"
"2020-03-23","FEIRA DE SANTANA","6"
"2021-08-02","SANTA LUZIA","758"
"2021-06-10","NITEROI","2468"
"2021-05-25","MARINGA","1446"
"2021-08-06","FEIRA DE SANTANA","2436"
"2021-05-20","RIBEIRAO PRETO","1192"
"2021-07-16","FEIRA DE SANTANA","698"
"2021-03-30","MARINGA","1732"
"2021-06-14","SANTA LUZIA","1575"
"2021-04-12","JUNDIAI","1544"
"2021-07-26","ACAILANDIA","707"
"2021-07-09","PETROLINA","768"
"2021-07-03","MARINGA","318"
"2021-03-08","FEIRA DE SANTANA","420"
"2021-03-16","FEIRA DE SANTANA","727"
"2021-03-13","NITEROI","155"
"2021-06-27","SANTA MARIA","12"
"2021-04-04","NITEROI","35"
"2021-07-25","SANTA LUZIA","9"
"2021-04-11","RIBEIRAO PRETO","14"
"2021-09-07","PETROLINA","376"
"2021-09-11","ACAILANDIA","39"
"2021-07-18","SANTA LUZIA","8"
"2021-01-24","MARINGA","5"
"2021-05-01","ACAILANDIA","8"
"2021-07-22","NITEROI","6321"
"2021-04-29","NITEROI","9451"
"2021-07-10","JUNDIAI","4999"
"2021-02-05","PETROLINA","139"
"2021-04-17","MARINGA","266"
"2021-05-28","FEIRA DE SANTANA","1422"
"2021-07-29","ACAILANDIA","364"
"2021-06-04","SANTA MARIA","1367"
"2021-05-01","FEIRA DE SANTANA","631"
"2021-06-24","SANTA LUZIA","532"
"2021-04-28","FEIRA DE SANTANA","534"
"2021-03-23","RIBEIRAO PRETO","198"
"2021-03-20","JUNDIAI","736"
"2021-03-01","JUNDIAI","422"
"2021-06-27","MARINGA","43"
"2021-08-17","ACAILANDIA","142"
"2021-09-07","SANTA LUZIA","12"
"2021-07-11","RIBEIRAO PRETO","26"
"2021-09-22","DIVINOPOLIS","64"
"2021-08-13","NITEROI","6386"
"2021-03-27","SANTA MARIA","1486"
"2021-07-26","PETROLINA","229"
"2021-07-09","JUNDIAI","1745"
"2021-06-08","SANTA LUZIA","877"
"2021-01-26","RIBEIRAO PRETO","914"
"2021-08-09","DIVINOPOLIS","676"
"2021-02-23","SANTA LUZIA","66"
"2021-05-24","SANTA LUZIA","687"
"2021-03-21","PETROLINA","334"
"2021-05-16","JUNDIAI","24"
"2021-01-27","FEIRA DE SANTANA","277"
"2021-05-12","SANTA LUZIA","493"
"2021-07-27","ACAILANDIA","320"
"2021-08-30","FEIRA DE SANTANA","277"
"2021-08-10","DIVINOPOLIS","782"
"2021-10-15","NITEROI","4009"
"2021-04-03","MARINGA","58"
"2021-06-05","DIVINOPOLIS","22"
"2021-10-16","FEIRA DE SANTANA","2"
"2021-08-22","PETROLINA","450"
"2021-09-25","PETROLINA","5"
"2021-02-07","SANTA LUZIA","4"
"2021-05-30","ACAILANDIA","6"
"2021-04-04","DIVINOPOLIS","2"
"2021-04-06","SANTA LUZIA","706"
"2021-03-20","SANTA MARIA","5759"
"2021-04-24","PETROLINA","527"
"2021-04-01","SANTA MARIA","8605"
"2021-03-29","SANTA LUZIA","1436"
"2021-05-07","RIBEIRAO PRETO","2391"
"2021-02-12","DIVINOPOLIS","141"
"2021-07-26","SANTA LUZIA","951"
"2021-08-31","FEIRA DE SANTANA","277"
"2021-04-06","MARINGA","895"
"2021-02-08","MARINGA","324"
"2021-01-21","JUNDIAI","242"
"2021-03-12","SANTA LUZIA","278"
"2021-10-06","RIBEIRAO PRETO","13"
"2021-06-24","PETROLINA","77"
"2021-03-13","DIVINOPOLIS","3"
"2021-08-22","MARINGA","32"
"2021-05-09","SANTA LUZIA","2"
"2021-08-17","RIBEIRAO PRETO","3199"
"2021-08-27","FEIRA DE SANTANA","211"
"2021-03-08","MARINGA","785"
"2021-09-06","ACAILANDIA","44"
"2021-06-24","MARINGA","1897"
"2021-03-28","MARINGA","1314"
"2021-02-03","RIBEIRAO PRETO","1357"
"2021-03-02","MARINGA","586"
"2021-07-15","SANTA MARIA","1391"
"2021-04-24","SANTA LUZIA","119"
"2021-09-01","MARINGA","1212"
"2021-03-08","PETROLINA","145"
"2021-05-04","JUNDIAI","313"
"2021-04-06","PETROLINA","185"
"2021-02-08","PETROLINA","46"
"2021-09-02","DIVINOPOLIS","873"
"2021-06-06","RIBEIRAO PRETO","15"
"2021-06-07","ACAILANDIA","117"
"2021-02-02","SANTA LUZIA","219"
"2021-09-10","SANTA LUZIA","1113"
"2021-05-30","FEIRA DE SANTANA","10"
"2021-01-30","DIVINOPOLIS","2"
"2021-08-18","NITEROI","8998"
"2021-07-19","RIBEIRAO PRETO","3025"
"2021-07-27","RIBEIRAO PRETO","3222"
"2021-07-29","JUNDIAI","1834"
"2021-07-07","RIBEIRAO PRETO","3869"
"2021-06-28","MARINGA","2699"
"2021-06-21","PETROLINA","239"
"2021-05-04","SANTA LUZIA","503"
"2021-07-17","MARINGA","258"
"2021-05-03","SANTA MARIA","519"
"2021-08-31","RIBEIRAO PRETO","2510"
"2021-02-16","FEIRA DE SANTANA","477"
"2021-07-30","ACAILANDIA","247"
"2021-09-11","SANTA LUZIA","94"
"2021-02-24","PETROLINA","103"
"2021-05-02","PETROLINA","81"
,"MARINGA","5"
"2021-06-13","RIBEIRAO PRETO","16"
"2021-09-21","ACAILANDIA","533"
"2021-04-04","JUNDIAI","6"
"2021-02-28","ACAILANDIA","1"
"2021-08-24","NITEROI","6142"
"2021-06-16","NITEROI","5769"
"2021-08-28","NITEROI","1566"
"2021-08-19","SANTA LUZIA","1102"
"2021-04-19","MARINGA","3405"
"2021-05-27","FEIRA DE SANTANA","3416"
"2021-07-16","JUNDIAI","2934"
"2021-08-07","FEIRA DE SANTANA","233"
"2021-01-22","SANTA MARIA","336"
"2021-06-25","MARINGA","473"
"2021-02-20","RIBEIRAO PRETO","225"
"2021-05-04","DIVINOPOLIS","569"
"2021-07-31","FEIRA DE SANTANA","144"
"2021-07-18","SANTA MARIA","64"
"2021-09-06","PETROLINA","772"
"2021-02-03","DIVINOPOLIS","36"
"2021-07-18","DIVINOPOLIS","5"
"2020-03-23","PETROLINA","19"
"2021-07-13","NITEROI","6857"
"2021-07-29","NITEROI","6608"
"2021-05-25","NITEROI","4318"
"2021-08-25","MARINGA","1762"
"2021-06-11","SANTA LUZIA","918"
"2021-05-25","DIVINOPOLIS","492"
"2021-06-06","PETROLINA","852"
"2021-07-14","JUNDIAI","616"
"2021-05-01","RIBEIRAO PRETO","42"
"2021-07-08","ACAILANDIA","307"
"2021-06-05","SANTA LUZIA","311"
"2021-07-15","MARINGA","319"
"2021-09-24","SANTA MARIA","1925"
"2021-06-28","SANTA MARIA","345"
"2021-05-14","DIVINOPOLIS","680"
"2021-03-06","PETROLINA","42"
"2021-05-10","SANTA LUZIA","431"
"2021-02-10","FEIRA DE SANTANA","244"
"2021-04-25","ACAILANDIA","6"
"2021-08-20","NITEROI","6366"
"2021-07-23","MARINGA","1019"
"2021-08-05","RIBEIRAO PRETO","2200"
"2021-06-12","MARINGA","976"
"2021-06-22","RIBEIRAO PRETO","4533"
"2021-03-31","SANTA LUZIA","1067"
"2021-06-25","JUNDIAI","990"
"2021-05-17","MARINGA","729"
"2021-05-18","FEIRA DE SANTANA","975"
"2021-01-21","RIBEIRAO PRETO","406"
"2021-04-13","FEIRA DE SANTANA","637"
"2021-02-19","PETROLINA","143"
"2021-04-13","ACAILANDIA","242"
"2021-02-20","NITEROI","62"
"2021-10-09","FEIRA DE SANTANA","3"
"2021-08-02","ACAILANDIA","172"
"2021-09-10","DIVINOPOLIS","2001"
"2021-10-06","JUNDIAI","4"
"2021-05-15","ACAILANDIA","17"
"2021-09-30","SANTA LUZIA","7"
"2021-09-05","ACAILANDIA","11"
"2021-04-26","NITEROI","10284"
"2021-07-15","SANTA LUZIA","1093"
"2021-08-27","MARINGA","1249"
"2021-04-21","ACAILANDIA","349"
"2021-03-04","SANTA LUZIA","190"
"2021-08-06","JUNDIAI","1799"
"2021-05-18","PETROLINA","370"
"2021-02-19","JUNDIAI","434"
"2021-07-31","DIVINOPOLIS","666"
"2021-02-16","DIVINOPOLIS","111"
"2021-04-19","SANTA MARIA","508"
"2021-02-09","NITEROI","424"
"2021-07-20","SANTA LUZIA","1191"
"2021-06-03","SANTA LUZIA","170"
"2021-04-14","SANTA LUZIA","547"
"2021-10-08","SANTA MARIA","8"
"2021-05-07","ACAILANDIA","199"
"2021-06-22","ACAILANDIA","74"
"2021-08-07","ACAILANDIA","57"
"2021-09-21","FEIRA DE SANTANA","181"
"2021-07-11","FEIRA DE SANTANA","13"
"2021-08-25","ACAILANDIA","188"
"2021-10-10","NITEROI","2"
"2021-07-20","NITEROI","8049"
"2021-09-08","NITEROI","11311"
"2021-07-10","NITEROI","2593"
"2021-07-02","NITEROI","5263"
"2021-09-17","JUNDIAI","1762"
"2021-02-13","NITEROI","189"
"2021-05-16","NITEROI","56"
"2021-04-01","JUNDIAI","1215"
"2021-05-13","RIBEIRAO PRETO","1593"
"2021-07-19","PETROLINA","882"
"2021-08-13","JUNDIAI","5177"
"2021-04-22","JUNDIAI","1192"
"2021-07-09","MARINGA","518"
"2021-02-24","RIBEIRAO PRETO","243"
"2021-07-05","SANTA MARIA","962"
"2021-04-08","SANTA MARIA","607"
"2021-07-20","PETROLINA","395"
"2021-08-14","RIBEIRAO PRETO","555"
"2021-08-31","PETROLINA","1074"
"2021-03-17","MARINGA","80"
"2021-01-24","RIBEIRAO PRETO","84"
"2021-08-15","JUNDIAI","246"
"2021-09-18","RIBEIRAO PRETO","171"
"2021-02-03","ACAILANDIA","16"
"2021-04-11","SANTA LUZIA","1"
"2021-04-09","NITEROI","7229"
"2021-01-27","NITEROI","2440"
"2021-08-19","NITEROI","8542"
"2021-08-28","RIBEIRAO PRETO","167"
"2021-07-03","RIBEIRAO PRETO","1297"
"2021-07-28","JUNDIAI","1519"
"2021-05-14","FEIRA DE SANTANA","1124"
"2021-05-20","SANTA MARIA","2596"
"2021-06-08","SANTA MARIA","3293"
"2021-02-27","RIBEIRAO PRETO","72"
"2021-05-26","ACAILANDIA","160"
"2021-07-27","PETROLINA","308"
"2021-08-30","MARINGA","3058"
"2021-08-13","FEIRA DE SANTANA","701"
"2021-04-11","PETROLINA","72"
"2021-09-30","SANTA MARIA","136"
"2021-09-14","SANTA MARIA","5797"
"2021-06-19","ACAILANDIA","65"
"2021-01-25","PETROLINA","107"
"2021-07-05","ACAILANDIA","303"
"2021-09-14","FEIRA DE SANTANA","224"
"2020-03-23","MARINGA","8"
"2021-10-14","FEIRA DE SANTANA","9"
,"NITEROI","8"
"2021-07-25","DIVINOPOLIS","2"
"2021-08-08","RIBEIRAO PRETO","9"
"2021-02-06","DIVINOPOLIS","2"
"2021-10-11","NITEROI","3606"
"2021-10-04","NITEROI","4499"
"2021-08-10","NITEROI","6476"
"2021-07-13","PETROLINA","1054"
"2021-04-05","PETROLINA","550"
"2021-03-16","SANTA LUZIA","246"
"2021-08-06","PETROLINA","1658"
"2021-05-06","PETROLINA","338"
"2021-04-28","RIBEIRAO PRETO","2650"
"2021-05-12","MARINGA","611"
"2021-03-13","SANTA MARIA","4284"
"2021-06-08","MARINGA","1825"
"2021-02-09","RIBEIRAO PRETO","659"
"2021-05-14","MARINGA","750"
"2021-03-30","PETROLINA","647"
"2021-05-27","JUNDIAI","1319"
"2021-05-26","SANTA LUZIA","791"
"2021-03-10","RIBEIRAO PRETO","881"
"2021-06-09","SANTA MARIA","2091"
"2021-04-07","SANTA MARIA","472"
"2021-05-03","JUNDIAI","226"
"2021-03-06","NITEROI","140"
"2021-09-10","MARINGA","3523"
"2021-09-20","MARINGA","4100"
"2021-09-19","PETROLINA","836"
"2021-09-19","MARINGA","9"
"2021-02-28","JUNDIAI","13"
"2021-04-03","SANTA LUZIA","14"
"2021-02-26","NITEROI","2472"
"2021-05-10","NITEROI","5536"
"2021-06-05","NITEROI","1399"
"2021-02-12","NITEROI","2117"
"2021-02-23","MARINGA","178"
"2021-06-17","JUNDIAI","2937"
"2021-03-30","SANTA LUZIA","1272"
"2021-03-19","FEIRA DE SANTANA","1970"
"2021-07-07","FEIRA DE SANTANA","551"
"2021-04-13","JUNDIAI","1406"
"2021-06-09","DIVINOPOLIS","710"
"2021-05-15","DIVINOPOLIS","732"
"2021-05-22","JUNDIAI","3122"
"2021-02-02","MARINGA","295"
"2021-04-14","DIVINOPOLIS","125"
"2021-04-25","JUNDIAI","21"
"2021-01-30","SANTA MARIA","78"
"2021-02-11","ACAILANDIA","42"
"2021-04-27","PETROLINA","135"
"2021-09-30","RIBEIRAO PRETO","6"
"2021-10-05","SANTA LUZIA","5"
"2021-06-30","NITEROI","9366"
"2021-09-23","NITEROI","4221"
"2021-07-06","NITEROI","7087"
"2021-08-26","FEIRA DE SANTANA","194"
"2021-06-03","FEIRA DE SANTANA","4590"
"2021-06-18","SANTA MARIA","3559"
"2021-03-08","SANTA LUZIA","279"
"2021-04-27","MARINGA","800"
"2021-07-12","JUNDIAI","572"
"2021-05-25","PETROLINA","642"
"2021-04-08","RIBEIRAO PRETO","841"
"2021-04-10","JUNDIAI","867"
"2021-06-25","ACAILANDIA","67"
"2021-03-20","DIVINOPOLIS","174"
"2021-01-29","FEIRA DE SANTANA","482"
"2021-04-09","RIBEIRAO PRETO","226"
"2021-09-09","MARINGA","3827"
"2021-05-13","PETROLINA","224"
"2021-03-07","PETROLINA","42"
"2021-10-16","ACAILANDIA","1"
"2021-03-07","SANTA LUZIA","1"
"2021-05-09","MARINGA","1"
"2021-06-18","NITEROI","5432"
"2021-09-22","NITEROI","5545"
"2021-05-17","NITEROI","4078"
"2021-08-06","SANTA LUZIA","1033"
"2021-08-28","DIVINOPOLIS","727"
"2021-03-17","DIVINOPOLIS","441"
"2021-04-15","RIBEIRAO PRETO","1681"
"2021-04-14","JUNDIAI","1499"
"2021-07-09","SANTA LUZIA","1129"
"2021-05-27","PETROLINA","800"
"2021-01-25","SANTA MARIA","149"
"2021-03-29","JUNDIAI","949"
"2021-10-08","DIVINOPOLIS","3"
"2021-08-05","SANTA MARIA","3577"
"2021-03-04","SANTA MARIA","561"
"2021-07-16","PETROLINA","352"
"2021-02-27","DIVINOPOLIS","3"
"2021-08-15","NITEROI","31"
"2021-06-17","DIVINOPOLIS","112"
"2021-05-22","MARINGA","263"
"2021-02-17","DIVINOPOLIS","136"
"2021-04-18","SANTA MARIA","38"
"2021-10-05","PETROLINA","2"
"2021-08-08","MARINGA","5"
"2021-07-04","DIVINOPOLIS","3"
"2021-07-14","MARINGA","329"
"2021-02-16","NITEROI","840"
"2021-05-11","MARINGA","1014"
"2021-06-18","MARINGA","4123"
"2021-04-17","SANTA MARIA","5214"
"2021-05-31","ACAILANDIA","243"
"2021-03-10","SANTA MARIA","541"
"2021-02-09","SANTA LUZIA","430"
"2021-03-02","DIVINOPOLIS","339"
"2021-09-02","PETROLINA","1015"
"2021-05-05","ACAILANDIA","81"
"2021-05-12","RIBEIRAO PRETO","602"
"2021-08-09","PETROLINA","779"
"2021-10-16","NITEROI","329"
"2021-09-28","MARINGA","9"
"2021-03-13","MARINGA","48"
"2021-05-16","RIBEIRAO PRETO","14"
"2021-02-15","SANTA LUZIA","123"
"2021-09-13","ACAILANDIA","686"
"2021-04-25","RIBEIRAO PRETO","23"
"2021-10-15","ACAILANDIA","1"
"2021-07-10","ACAILANDIA","39"
"2021-03-01","ACAILANDIA","29"
"2021-01-21","ACAILANDIA","22"
"2020-03-23","SANTA MARIA","1"
"2021-08-23","NITEROI","8119"
"2021-09-27","NITEROI","5229"
"2021-03-20","NITEROI","109"
"2021-06-22","JUNDIAI","1105"
"2021-07-12","MARINGA","2972"
"2021-05-03","SANTA LUZIA","485"
"2021-05-06","FEIRA DE SANTANA","1044"
"2021-04-05","SANTA LUZIA","934"
"2021-04-21","SANTA LUZIA","563"
